# tiempo	mean_var1	std_var1	mean_var2	std_var2	mean_var3	std_var3	mean_var4	std_var4	mean_var5	std_var5	mean_var6	std_var6	mean_var7	std_var7	mean_var8	std_var8	mean_var9	std_var9	mean_var10	std_var10	mean_var11	std_var11
756	0.826389	0.005539	0.523727	0.012537	0.275926	0.012769	0.127469	0.011099	0.046759	0.004369	0.016127	0.003630	-0.000791	0.002776	-0.002353	0.002910	0.000984	0.001539	0.002296	0.002384	-0.000994	0.002389
757	0.826196	0.004406	0.523862	0.010848	0.274460	0.011728	0.121161	0.010089	0.045332	0.005321	0.014043	0.002589	0.006732	0.002028	-0.001273	0.001843	-0.002662	0.001732	-0.003955	0.002723	-0.000926	0.001802
758	0.827623	0.005209	0.526254	0.010521	0.275077	0.010659	0.123708	0.006413	0.045640	0.004483	0.017650	0.003238	0.006886	0.003729	-0.000675	0.004131	-0.000309	0.001053	-0.001620	0.001241	-0.000366	0.001374
759	0.826293	0.003556	0.525309	0.008517	0.273110	0.010067	0.119753	0.006447	0.048765	0.005096	0.019869	0.005479	0.003472	0.003686	0.000309	0.002597	0.002565	0.002801	0.000560	0.000849	0.000087	0.001069
760	0.827199	0.004755	0.525463	0.011400	0.275984	0.013066	0.121624	0.011100	0.043056	0.008397	0.011323	0.004200	-0.001524	0.001549	0.001408	0.001070	0.001524	0.002519	0.004244	0.002245	0.001051	0.001629
761	0.830729	0.004766	0.530421	0.010101	0.285629	0.011138	0.128067	0.009377	0.048997	0.007410	0.015528	0.001855	0.004900	0.002693	-0.000309	0.002335	0.001312	0.002820	0.006694	0.002815	-0.000029	0.001564
762	0.829649	0.004083	0.527296	0.008691	0.280150	0.008873	0.126543	0.006127	0.046373	0.002371	0.012828	0.002346	0.002758	0.002755	0.001524	0.002905	0.000154	0.003285	0.000077	0.001370	-0.001360	0.001224
763	0.829398	0.005167	0.529166	0.012003	0.280652	0.013724	0.124576	0.010500	0.041204	0.006771	0.012133	0.003852	0.000096	0.002316	0.001157	0.000819	-0.000444	0.001484	0.003164	0.001882	-0.001823	0.001107
764	0.825984	0.003898	0.520139	0.009136	0.269464	0.011090	0.116609	0.010871	0.042438	0.006958	0.010262	0.002544	-0.001003	0.002246	0.000289	0.002875	0.003530	0.003568	-0.000656	0.002020	-0.002363	0.001305
765	0.826273	0.003365	0.527199	0.009106	0.280170	0.008241	0.128935	0.004979	0.050984	0.005525	0.015027	0.004112	0.001177	0.003533	-0.002913	0.001935	-0.000771	0.003267	0.002855	0.001976	-0.003144	0.001487
766	0.830015	0.001853	0.530285	0.004423	0.280556	0.005791	0.124440	0.006024	0.045737	0.005851	0.014892	0.003233	0.004745	0.002213	0.002199	0.002453	-0.000502	0.003711	0.000772	0.002485	-0.001765	0.001182
767	0.830864	0.001652	0.529900	0.003716	0.281443	0.004550	0.127778	0.005469	0.047627	0.004996	0.016783	0.003409	0.002218	0.002924	-0.000000	0.001068	0.000270	0.001647	-0.002758	0.001838	-0.001235	0.001327
768	0.830131	0.001593	0.533893	0.002079	0.283739	0.003079	0.125444	0.003630	0.044213	0.004820	0.010166	0.003320	0.003472	0.002755	0.001852	0.001522	0.000714	0.002721	-0.000405	0.002028	-0.004668	0.000374
769	0.827488	0.000828	0.521836	0.001041	0.267303	0.002357	0.114159	0.003074	0.042110	0.004951	0.011246	0.001969	0.002392	0.001257	0.003626	0.000711	0.003453	0.001313	0.004514	0.001576	-0.004128	0.001813
770	0.826833	0.002181	0.521451	0.005284	0.264815	0.006086	0.115027	0.002652	0.044869	0.002180	0.013214	0.002066	0.003472	0.000922	-0.000598	0.000697	-0.002218	0.001762	-0.001293	0.002563	-0.004263	0.000868
771	0.825907	0.002335	0.515316	0.004313	0.263503	0.005477	0.115586	0.004975	0.039873	0.005008	0.007697	0.001812	-0.001659	0.001097	-0.004244	0.002383	0.004282	0.001472	0.001350	0.002615	-0.002961	0.000677
772	0.825366	0.001588	0.521682	0.003835	0.270795	0.004554	0.115413	0.005908	0.042516	0.004484	0.013812	0.004365	0.003800	0.000986	0.003395	0.001292	-0.001234	0.002510	0.003183	0.001904	-0.001939	0.001963
773	0.824942	0.001967	0.520158	0.004662	0.269753	0.006511	0.118924	0.005478	0.038310	0.005799	0.014371	0.004895	0.006501	0.003340	-0.003588	0.002257	0.000810	0.001629	-0.001717	0.001455	-0.003164	0.001893
774	0.825752	0.002013	0.517844	0.003949	0.268152	0.004053	0.119445	0.002380	0.046161	0.002547	0.013252	0.001623	0.003202	0.000973	0.000019	0.001011	-0.001563	0.000451	-0.000829	0.001740	-0.003549	0.002627
775	0.824942	0.001258	0.519599	0.003031	0.270872	0.003548	0.115046	0.003554	0.038040	0.003408	0.008989	0.002474	0.000675	0.004327	-0.000347	0.001636	0.001177	0.001880	0.000154	0.002216	-0.002624	0.001890
776	0.824074	0.001716	0.517940	0.003751	0.270833	0.004057	0.117323	0.002238	0.043731	0.003804	0.016763	0.002642	0.005189	0.001086	0.000849	0.003039	-0.003433	0.002827	-0.000752	0.001007	-0.003029	0.001945
777	0.823341	0.000899	0.512828	0.002851	0.264005	0.003449	0.116107	0.004796	0.045949	0.003697	0.014988	0.002932	0.003376	0.001898	-0.001504	0.002498	-0.000945	0.001717	0.001833	0.002424	-0.003356	0.003022
778	0.821875	0.000944	0.513754	0.002979	0.264661	0.005703	0.118962	0.005755	0.045062	0.005905	0.019464	0.002904	0.006173	0.001206	-0.000328	0.002345	0.002141	0.001656	-0.000251	0.001909	-0.001071	0.003100
779	0.824749	0.002366	0.518461	0.006175	0.268326	0.007434	0.115104	0.006088	0.041281	0.004148	0.008854	0.001265	-0.000617	0.001678	-0.000849	0.001644	0.000019	0.000711	0.000309	0.001591	-0.001360	0.001745
780	0.824576	0.003040	0.519772	0.007012	0.267612	0.006767	0.115876	0.004841	0.047126	0.003442	0.022859	0.004210	0.004302	0.003861	0.001428	0.001901	0.001331	0.001677	0.001910	0.002688	-0.001273	0.001817
781	0.828434	0.002116	0.524691	0.006012	0.271875	0.007704	0.124460	0.006316	0.046991	0.005902	0.015837	0.003607	0.003028	0.003104	0.002276	0.002546	0.000135	0.003226	0.000791	0.002403	-0.001215	0.002825
782	0.830556	0.002396	0.529765	0.006004	0.275000	0.005953	0.123920	0.006234	0.054437	0.003908	0.028202	0.004434	0.011825	0.001610	0.001293	0.002415	0.000020	0.001235	0.000656	0.001659	-0.001582	0.002085
783	0.827411	0.002166	0.524016	0.006112	0.277508	0.008297	0.126890	0.005696	0.050058	0.004110	0.019541	0.001227	0.006423	0.001194	0.001350	0.001140	0.003009	0.002724	0.005247	0.001316	0.001157	0.001910
784	0.826370	0.002357	0.522897	0.003936	0.275154	0.005115	0.125019	0.005931	0.049498	0.004450	0.017612	0.001918	0.003607	0.001972	0.004283	0.001352	-0.001620	0.001756	0.004147	0.002967	-0.000251	0.002057
785	0.828549	0.001616	0.527006	0.003736	0.279437	0.005801	0.128009	0.006878	0.051543	0.004102	0.018982	0.004576	0.004726	0.002958	-0.001563	0.002552	0.000328	0.001646	-0.001466	0.001714	-0.000935	0.002025
786	0.829630	0.002101	0.529938	0.005731	0.283603	0.008502	0.132639	0.008863	0.052778	0.007590	0.019579	0.003540	0.003993	0.003231	0.000829	0.002956	0.001948	0.002056	0.000231	0.001428	-0.000897	0.001739
787	0.827604	0.002810	0.525791	0.008778	0.281308	0.010271	0.131751	0.008166	0.047840	0.005294	0.014911	0.002304	0.007388	0.003076	0.004456	0.003067	-0.000289	0.001905	0.001621	0.000657	-0.001032	0.001508
788	0.828974	0.002736	0.527951	0.006709	0.282311	0.007760	0.125540	0.004892	0.041242	0.002451	0.010648	0.001718	0.002778	0.001308	-0.005575	0.000767	0.000386	0.002579	-0.003125	0.001758	0.001852	0.001657
789	0.828626	0.002547	0.528781	0.007073	0.279957	0.009444	0.124286	0.008791	0.048611	0.006852	0.014873	0.002595	0.005614	0.001978	0.002797	0.001608	0.000347	0.002243	0.001659	0.002358	0.001833	0.001317
790	0.830883	0.001861	0.534607	0.004741	0.283642	0.005281	0.125463	0.005751	0.049132	0.005856	0.015490	0.003239	0.006038	0.002454	0.002025	0.001550	-0.002083	0.002234	0.001331	0.000886	0.001534	0.001326
791	0.827141	0.002138	0.527488	0.004997	0.278086	0.004917	0.120428	0.004993	0.045332	0.005085	0.018750	0.004492	0.006945	0.001982	-0.000444	0.000644	-0.001138	0.002972	0.002141	0.001194	-0.000029	0.001951
792	0.830170	0.002737	0.527315	0.006663	0.278569	0.007040	0.124942	0.006354	0.049132	0.002626	0.017457	0.003643	0.002701	0.002017	-0.002160	0.003025	-0.001987	0.002631	-0.001968	0.001994	-0.001861	0.001976
793	0.830324	0.001758	0.536555	0.003728	0.290200	0.004241	0.130536	0.004512	0.050636	0.003739	0.020274	0.003441	0.003665	0.000962	-0.000829	0.001616	0.001505	0.001524	0.000463	0.001879	-0.001148	0.000553
794	0.829282	0.001474	0.529572	0.003812	0.282060	0.006384	0.126427	0.006675	0.051756	0.003278	0.016358	0.002508	0.002508	0.001751	0.002932	0.001687	0.002874	0.002562	0.002431	0.002699	-0.001919	0.001533
795	0.826717	0.001563	0.525868	0.003926	0.280864	0.005331	0.127025	0.004021	0.050482	0.004172	0.019059	0.002110	0.007600	0.001429	0.006385	0.002288	-0.001948	0.002583	0.000637	0.000827	-0.001881	0.001544
796	0.828704	0.002940	0.532562	0.006038	0.283507	0.007980	0.127141	0.006939	0.050791	0.003831	0.016821	0.003390	0.002199	0.002583	0.000058	0.001375	-0.001254	0.002533	-0.001022	0.001322	-0.003897	0.001866
797	0.831346	0.002992	0.532562	0.007369	0.280401	0.010770	0.128087	0.010372	0.048013	0.008498	0.016589	0.004448	0.002083	0.001550	-0.000887	0.001725	0.000733	0.001710	0.001948	0.000747	-0.002151	0.001613
798	0.832022	0.002952	0.536593	0.007449	0.293711	0.009561	0.138542	0.009547	0.058391	0.008656	0.018056	0.005946	0.006038	0.003806	0.000096	0.001413	0.004553	0.002760	0.003260	0.002465	-0.001997	0.001673
799	0.830459	0.002769	0.537365	0.006627	0.293017	0.009122	0.137288	0.008356	0.050656	0.006814	0.014178	0.004742	0.003549	0.003032	-0.000077	0.002742	0.001640	0.001573	-0.001601	0.001353	-0.000656	0.001828
800	0.830227	0.002187	0.535725	0.004635	0.287269	0.005033	0.129591	0.005280	0.045949	0.003637	0.011497	0.003357	0.004726	0.002097	0.000965	0.001268	0.001910	0.001536	-0.001022	0.003412	-0.000125	0.002170
801	0.826755	0.001060	0.527296	0.002054	0.281752	0.003486	0.128144	0.001870	0.045139	0.003559	0.014988	0.000858	0.006134	0.002554	0.001389	0.002090	0.000347	0.002603	-0.000945	0.001971	-0.001582	0.001940
802	0.827084	0.001226	0.524441	0.002119	0.277257	0.002839	0.126273	0.004309	0.047492	0.004886	0.013021	0.002754	-0.004148	0.001504	-0.004687	0.002601	-0.001235	0.001867	0.001794	0.001304	-0.002209	0.001578
803	0.828530	0.001651	0.527064	0.005376	0.276852	0.005980	0.128029	0.005996	0.048669	0.005685	0.016975	0.004804	0.005633	0.002444	0.002411	0.003902	0.003453	0.003495	-0.002701	0.001715	-0.002344	0.002123
804	0.827025	0.002374	0.524846	0.006985	0.272550	0.008240	0.116088	0.005750	0.047106	0.003584	0.017149	0.003194	0.001061	0.002319	-0.001524	0.002120	0.000926	0.001455	0.001428	0.001864	-0.000472	0.001421
805	0.828820	0.001706	0.528588	0.004702	0.275482	0.005996	0.123187	0.005541	0.041705	0.002874	0.016705	0.001924	0.003665	0.002700	-0.000482	0.002509	0.000887	0.002973	-0.001948	0.001015	-0.000347	0.001624
806	0.828067	0.001571	0.524865	0.004126	0.274614	0.002654	0.121489	0.002257	0.044194	0.005031	0.013735	0.003401	0.000289	0.002458	0.003607	0.001158	-0.000309	0.001269	0.001948	0.002889	-0.000222	0.001348
807	0.826833	0.001524	0.524749	0.002984	0.281559	0.004978	0.126717	0.007855	0.052951	0.005225	0.023090	0.003422	0.011150	0.001994	0.003993	0.001838	0.000849	0.001582	-0.000521	0.001256	0.000607	0.001146
808	0.830555	0.001544	0.530613	0.004071	0.282813	0.005262	0.124036	0.004006	0.049286	0.003275	0.015374	0.002364	0.011420	0.003696	0.007041	0.001467	0.002932	0.001456	0.002141	0.001993	0.000077	0.001861
809	0.831192	0.003311	0.533198	0.005931	0.281134	0.006465	0.126061	0.006817	0.048669	0.005444	0.014101	0.004456	0.002624	0.002481	0.002951	0.002722	-0.001582	0.002184	0.002315	0.002321	-0.000955	0.002097
810	0.830845	0.002593	0.530826	0.006175	0.279340	0.007489	0.125559	0.005494	0.048785	0.004213	0.016840	0.000928	0.002971	0.002147	0.000424	0.002835	-0.000270	0.001873	-0.006076	0.003326	0.000588	0.001932
811	0.830691	0.002701	0.534896	0.005428	0.288407	0.005043	0.130343	0.002042	0.049672	0.002738	0.016686	0.002048	0.008449	0.001805	-0.000135	0.002064	0.001485	0.002307	-0.000637	0.001588	-0.000193	0.001607
812	0.830343	0.002384	0.532890	0.005656	0.285166	0.006928	0.129630	0.005687	0.046991	0.004346	0.011362	0.000955	0.001659	0.002567	-0.000077	0.001977	0.002103	0.003272	0.001910	0.000711	0.000058	0.002200
813	0.831211	0.002029	0.533333	0.004831	0.289892	0.007383	0.134394	0.007541	0.057099	0.004850	0.018287	0.004582	0.007311	0.003073	-0.004533	0.003060	-0.004958	0.002410	0.000945	0.002892	0.002247	0.001478
814	0.832195	0.000889	0.536150	0.003856	0.289641	0.006783	0.127797	0.006601	0.048572	0.004671	0.013021	0.003514	0.001331	0.002799	-0.002913	0.001640	-0.000752	0.001832	0.000540	0.002700	0.002585	0.001927
815	0.831308	0.002030	0.532157	0.005688	0.287770	0.006279	0.133835	0.002625	0.052103	0.002184	0.016319	0.000536	0.001080	0.002647	-0.005266	0.001108	-0.005729	0.001751	-0.004167	0.000967	0.000839	0.001136
816	0.829301	0.001294	0.531578	0.003192	0.284047	0.003406	0.127527	0.003601	0.052045	0.002372	0.016397	0.002028	0.003646	0.004170	0.001370	0.001340	-0.003549	0.002850	-0.004090	0.001558	0.003569	0.002328
817	0.827739	0.000406	0.528858	0.001332	0.281327	0.001934	0.127778	0.001469	0.046837	0.002528	0.013002	0.003747	0.003337	0.002745	0.003897	0.002804	-0.005035	0.002389	-0.004379	0.001687	0.002228	0.001797
818	0.828742	0.001118	0.527469	0.002594	0.284047	0.005030	0.129822	0.004860	0.051871	0.004871	0.014718	0.003211	0.007832	0.002328	-0.002180	0.001267	-0.001273	0.001089	-0.004205	0.002532	0.002623	0.002062
819	0.827816	0.001431	0.529012	0.003240	0.280035	0.006424	0.129629	0.007565	0.052913	0.003248	0.020370	0.002161	0.004649	0.002034	-0.003395	0.001412	-0.002392	0.003234	0.001138	0.004695	0.003559	0.002118
820	0.832504	0.003287	0.536034	0.009720	0.289062	0.012038	0.135050	0.007920	0.059337	0.004972	0.019850	0.002945	-0.000366	0.002550	0.000752	0.001294	0.001177	0.000904	-0.002219	0.002046	0.002170	0.002114
821	0.831443	0.003624	0.535725	0.009002	0.287500	0.010481	0.135610	0.009412	0.055690	0.007254	0.020795	0.005360	0.007195	0.003407	0.004668	0.001529	0.001987	0.002318	0.005382	0.001623	0.001553	0.002100
822	0.832349	0.003852	0.536555	0.009585	0.291705	0.012055	0.137076	0.012067	0.055575	0.009314	0.018808	0.005471	0.004919	0.003782	0.001293	0.002288	0.000019	0.001878	-0.004688	0.001363	0.002199	0.002058
823	0.833102	0.003358	0.536073	0.009496	0.287731	0.012004	0.134317	0.012062	0.050328	0.008474	0.023225	0.003014	0.008353	0.001721	0.004958	0.002060	0.004089	0.002411	-0.000598	0.002572	-0.000135	0.002447
824	0.834741	0.003861	0.542496	0.010231	0.298052	0.012528	0.141011	0.009779	0.058237	0.005064	0.017400	0.002646	0.004726	0.002938	0.001582	0.001784	0.000675	0.001975	0.004514	0.002065	0.001669	0.001513
825	0.832215	0.003213	0.537288	0.008324	0.289583	0.010017	0.132118	0.009236	0.055517	0.006786	0.019483	0.002904	0.005710	0.002786	0.004070	0.004905	-0.000097	0.001774	0.001003	0.001445	0.001591	0.001818
826	0.835320	0.003098	0.543731	0.007846	0.294618	0.011577	0.135378	0.010975	0.053106	0.009929	0.017708	0.006306	0.005421	0.002947	0.000482	0.002815	0.002141	0.001708	0.000270	0.003384	-0.000569	0.001580
827	0.830112	0.004285	0.531983	0.009826	0.287249	0.011418	0.136555	0.009048	0.057157	0.007480	0.019888	0.008961	0.003434	0.003849	0.001196	0.002619	0.001312	0.001241	-0.000540	0.001140	0.000087	0.001880
828	0.830613	0.003021	0.532022	0.007005	0.284452	0.007166	0.126003	0.007789	0.043789	0.005611	0.014467	0.004938	0.004051	0.002132	0.002180	0.003930	0.000058	0.001716	0.001524	0.002602	-0.000569	0.002361
829	0.834819	0.002482	0.539776	0.005435	0.292728	0.008476	0.132812	0.008016	0.052276	0.004414	0.021586	0.003789	0.008893	0.002223	0.001177	0.001904	-0.000849	0.002595	0.000424	0.001918	-0.001138	0.001801
830	0.834124	0.001712	0.542438	0.005549	0.295756	0.008105	0.133719	0.007883	0.050714	0.005169	0.019772	0.003321	0.008218	0.002116	0.000887	0.001980	0.002604	0.001902	0.003742	0.002183	-0.001341	0.002050
831	0.831655	0.003069	0.536246	0.007234	0.288908	0.009165	0.134009	0.006637	0.056481	0.004558	0.022685	0.004264	0.006694	0.002514	0.003569	0.001317	-0.001003	0.001236	-0.000598	0.001785	-0.001630	0.002290
832	0.829340	0.003870	0.531192	0.007991	0.287770	0.009163	0.135224	0.006608	0.062268	0.005524	0.025463	0.003653	0.013599	0.002351	0.004900	0.001375	-0.000270	0.003466	-0.006269	0.002916	-0.000704	0.001884
833	0.830556	0.002987	0.535610	0.007460	0.293306	0.010496	0.141898	0.007536	0.062249	0.005289	0.030324	0.003486	0.007986	0.002799	-0.000617	0.002008	0.005228	0.001227	-0.002141	0.001140	-0.000935	0.003119
834	0.831771	0.003300	0.538522	0.007861	0.292844	0.009023	0.140162	0.006132	0.059800	0.002782	0.024653	0.002927	0.012461	0.001293	0.004668	0.002140	0.000367	0.001046	-0.002025	0.001501	-0.002064	0.002529
835	0.834761	0.002299	0.542882	0.005666	0.296431	0.005821	0.144213	0.005005	0.064390	0.005925	0.024190	0.004706	0.005208	0.001723	-0.000965	0.002189	0.000868	0.001246	-0.004263	0.001981	-0.004707	0.002022
836	0.834047	0.001147	0.541937	0.002683	0.302373	0.003223	0.143345	0.003459	0.058777	0.002719	0.027064	0.002549	0.008680	0.003315	0.001910	0.003607	-0.001640	0.002633	0.003819	0.002431	-0.003096	0.002240
837	0.835127	0.000877	0.542149	0.003785	0.301157	0.006961	0.144907	0.006251	0.059877	0.007193	0.023225	0.004285	0.007157	0.003723	-0.000077	0.003031	0.001678	0.002886	0.000386	0.001781	0.000068	0.001248
838	0.831771	0.001787	0.535147	0.004268	0.292361	0.005459	0.136670	0.007516	0.057755	0.007731	0.022164	0.006083	0.011323	0.004922	0.002411	0.003455	-0.000154	0.002045	0.000637	0.004000	-0.000868	0.001821
839	0.830440	0.001744	0.534221	0.004521	0.287866	0.006225	0.135880	0.008186	0.059472	0.006497	0.024421	0.003362	0.012365	0.003831	0.006366	0.002335	0.002296	0.002714	0.002315	0.001569	-0.001707	0.001863
840	0.828877	0.002593	0.529842	0.005869	0.286767	0.007364	0.135031	0.009254	0.065355	0.006219	0.022917	0.005078	0.006501	0.001714	0.004880	0.001666	0.006867	0.002031	0.002720	0.002220	-0.000714	0.002901
841	0.830980	0.002237	0.536709	0.006856	0.296817	0.009913	0.145409	0.009652	0.062442	0.006245	0.029302	0.003243	0.011729	0.003837	0.002623	0.001848	0.002392	0.001356	0.000675	0.002064	-0.000820	0.002346
842	0.829668	0.002318	0.529630	0.006941	0.281887	0.009483	0.134915	0.010086	0.061130	0.006933	0.025232	0.005877	0.009934	0.001379	0.003164	0.002040	0.002952	0.001265	-0.002122	0.000475	-0.002180	0.001878
843	0.825502	0.002890	0.527083	0.007274	0.284414	0.011949	0.133314	0.010578	0.058623	0.007726	0.023495	0.005574	0.012133	0.004667	0.006134	0.002684	0.000232	0.002138	-0.000309	0.003526	-0.000858	0.001594
844	0.829089	0.003807	0.532967	0.008973	0.288136	0.010759	0.135166	0.008046	0.059221	0.003231	0.023708	0.002101	0.013021	0.002064	0.006732	0.002640	0.001331	0.002676	-0.002315	0.002534	-0.001312	0.001933
845	0.828858	0.004779	0.533140	0.011779	0.290567	0.013242	0.132060	0.011504	0.056173	0.005923	0.022300	0.003295	0.008700	0.002992	0.003106	0.003230	0.000386	0.001180	0.001813	0.002413	-0.000617	0.001977
846	0.828954	0.003852	0.531636	0.009286	0.288387	0.010230	0.135378	0.009194	0.053086	0.007330	0.021895	0.004589	0.009780	0.002721	0.001196	0.001204	0.000965	0.001905	-0.000096	0.000809	0.000530	0.001590
847	0.829880	0.002110	0.532446	0.005788	0.290316	0.005127	0.134317	0.004299	0.053646	0.005485	0.017959	0.004799	0.012191	0.003289	0.010339	0.002444	-0.000212	0.001198	0.002430	0.000839	0.002315	0.002612
848	0.831057	0.002257	0.530420	0.004697	0.284664	0.005570	0.131559	0.005056	0.052122	0.002902	0.020525	0.001715	0.008893	0.002549	0.001485	0.001366	0.000308	0.003186	-0.000945	0.003304	0.001341	0.002544
849	0.830594	0.002616	0.532947	0.006193	0.284973	0.006395	0.134491	0.005116	0.056154	0.004307	0.021316	0.003261	0.008025	0.002269	0.003646	0.003330	0.000135	0.002520	-0.002141	0.002929	0.000694	0.002019
850	0.831771	0.002382	0.533970	0.007006	0.285397	0.009082	0.134741	0.007149	0.054630	0.004049	0.021991	0.003789	0.012674	0.002106	0.001427	0.003108	0.004263	0.001522	0.002334	0.001829	0.001129	0.001993
851	0.830999	0.002629	0.531790	0.006910	0.286574	0.008248	0.129861	0.008059	0.050907	0.004946	0.019734	0.002792	0.006250	0.001202	0.001871	0.000679	-0.003067	0.001988	0.001003	0.001619	0.000772	0.002805
852	0.830401	0.002144	0.529977	0.005151	0.280228	0.009887	0.127161	0.010137	0.050868	0.005218	0.014197	0.001600	-0.000559	0.001497	0.002411	0.001636	-0.001119	0.001687	0.001601	0.003470	-0.000376	0.001500
853	0.830884	0.002557	0.533642	0.007796	0.285687	0.009790	0.129881	0.008681	0.054456	0.004427	0.019850	0.002972	0.006674	0.001816	0.002489	0.001233	-0.001659	0.001311	0.003009	0.001136	0.001283	0.001536
854	0.832080	0.001682	0.540085	0.005714	0.298302	0.007553	0.144927	0.005354	0.060494	0.004443	0.018422	0.003604	0.005884	0.003544	0.000444	0.002724	-0.001273	0.005554	-0.001022	0.003140	-0.002112	0.002194
855	0.835378	0.000928	0.546972	0.003292	0.305208	0.004450	0.149363	0.004173	0.064005	0.004579	0.022280	0.003602	0.004996	0.002196	0.005652	0.002182	0.002102	0.003573	0.001080	0.002604	-0.002045	0.002972
856	0.836555	0.002241	0.548862	0.006552	0.305575	0.005999	0.152662	0.003667	0.067033	0.003362	0.026929	0.003518	0.010282	0.003382	0.000984	0.001600	-0.000444	0.002242	0.001659	0.001430	-0.002160	0.002708
857	0.836536	0.002711	0.550096	0.007610	0.309742	0.009415	0.157311	0.007258	0.074691	0.004006	0.032851	0.003288	0.013580	0.002263	0.006501	0.003049	0.000502	0.001505	0.002604	0.002310	0.000077	0.002770
858	0.837500	0.002598	0.550501	0.007864	0.307543	0.009299	0.152353	0.006717	0.068789	0.003821	0.029726	0.002108	0.013214	0.000689	0.004707	0.003333	0.000617	0.002025	-0.001138	0.002584	-0.000154	0.002487
859	0.835841	0.003447	0.544927	0.009914	0.300714	0.012619	0.139776	0.012120	0.054533	0.009169	0.022878	0.005225	0.009375	0.002778	0.002990	0.001526	0.001987	0.003084	0.000193	0.002078	-0.001061	0.001963
860	0.833256	0.004388	0.543596	0.011213	0.300656	0.013140	0.143113	0.011192	0.060976	0.006729	0.026370	0.004459	0.010320	0.003411	0.003144	0.003164	-0.001756	0.001689	0.000308	0.001307	-0.004350	0.001559
861	0.832215	0.005024	0.537751	0.012183	0.292130	0.013418	0.143441	0.012548	0.057504	0.007646	0.023399	0.003654	0.003067	0.004925	-0.002450	0.002868	-0.000386	0.001480	0.001177	0.002301	-0.002219	0.001668
862	0.830787	0.004076	0.535301	0.010172	0.289236	0.011987	0.136053	0.010049	0.056385	0.006868	0.018692	0.002439	0.007793	0.001883	0.001871	0.002545	-0.000386	0.002857	-0.005093	0.003118	-0.001360	0.001571
863	0.832890	0.005118	0.539005	0.012213	0.291725	0.014427	0.140548	0.013724	0.060359	0.013298	0.026698	0.007672	0.012751	0.006602	0.003183	0.006440	0.001620	0.001832	0.000579	0.002412	0.000077	0.001590
864	0.829919	0.003580	0.537191	0.008597	0.289236	0.011954	0.132446	0.010693	0.057079	0.006908	0.026177	0.005248	0.005787	0.004185	0.001698	0.002802	0.003839	0.002978	0.000251	0.000878	0.000097	0.001077
865	0.832986	0.004505	0.540220	0.011721	0.294406	0.014863	0.138464	0.013556	0.056559	0.010533	0.019676	0.006657	0.002701	0.003768	-0.000444	0.001833	0.001099	0.002547	0.004938	0.002106	-0.000309	0.001193
866	0.834124	0.004139	0.539931	0.009537	0.297627	0.010259	0.139969	0.010574	0.055864	0.008278	0.019155	0.003642	0.006559	0.003769	-0.001948	0.001813	0.002276	0.002624	0.004418	0.003504	-0.000280	0.001408
867	0.833410	0.003301	0.536266	0.006688	0.291146	0.007789	0.135224	0.005989	0.049633	0.004113	0.015066	0.003084	0.000887	0.001814	0.005286	0.001675	0.003511	0.001811	0.000637	0.001182	-0.000839	0.001486
868	0.835243	0.004041	0.541821	0.009273	0.296952	0.011781	0.137288	0.010095	0.048225	0.006679	0.014429	0.003862	0.002238	0.001914	0.002643	0.001427	-0.000135	0.001267	0.000675	0.001527	-0.000984	0.001685
869	0.831559	0.002913	0.534452	0.007436	0.287133	0.009451	0.132928	0.010257	0.053646	0.008036	0.015123	0.004436	0.002623	0.002326	-0.000965	0.002892	0.004610	0.003138	-0.000077	0.002003	-0.001109	0.002030
870	0.831983	0.002202	0.541069	0.004883	0.295158	0.007192	0.138754	0.005409	0.057678	0.005623	0.015721	0.004242	0.001505	0.003570	-0.000965	0.002734	0.002276	0.003008	0.002855	0.001976	-0.000531	0.002585
871	0.833430	0.001674	0.540567	0.005473	0.293866	0.007465	0.138117	0.008351	0.056424	0.008284	0.018171	0.004613	0.005903	0.001943	0.003781	0.002090	0.004225	0.003100	0.003260	0.001831	0.000058	0.001855
872	0.833102	0.001161	0.537442	0.003922	0.292226	0.006714	0.137423	0.007706	0.057292	0.006564	0.022801	0.005027	0.008063	0.003082	0.001620	0.002089	0.000135	0.001555	-0.001678	0.001959	-0.000106	0.001754
873	0.831674	0.001687	0.537288	0.003257	0.290181	0.005961	0.132080	0.006645	0.049730	0.007297	0.013291	0.005195	0.004244	0.003091	0.003800	0.002088	-0.000097	0.002366	-0.000926	0.002080	-0.002575	0.001886
874	0.829302	0.001400	0.525772	0.004221	0.271817	0.006006	0.118692	0.006181	0.042322	0.005087	0.012404	0.002692	0.004533	0.002566	0.005555	0.002134	0.003954	0.001178	0.003549	0.002010	-0.002893	0.001945
875	0.828337	0.002122	0.525039	0.005477	0.271894	0.007713	0.121258	0.004596	0.047936	0.004150	0.016088	0.004080	0.006115	0.002215	0.000849	0.001080	-0.003954	0.000833	-0.002026	0.002336	-0.002450	0.001653
876	0.827411	0.002183	0.521412	0.005523	0.273862	0.008312	0.126254	0.008701	0.048515	0.008308	0.012943	0.003689	-0.001427	0.001017	-0.004475	0.002358	0.003472	0.001596	0.002759	0.002607	-0.002151	0.000987
